model_name,fpr,tpr
Logistic Regression,0.009174816446120653,0.014562239196823349
Logistic Regression,0.009179932039344028,0.014593321884543356
Logistic Regression,0.009185047632567401,0.014593321884543356
Logistic Regression,0.009200394412237523,0.01460886322840336
Logistic Regression,0.009201673310543366,0.01460886322840336
Logistic Regression,0.009210625598684269,0.014616633900333362
Logistic Regression,0.009223414581742704,0.014632175244193366
Logistic Regression,0.009224693480048547,0.014639945916123368
Logistic Regression,0.009233645768189452,0.014663257931913372
Logistic Regression,0.009241319158024511,0.014663257931913372
Logistic Regression,0.009256665937694633,0.014678799275773376
Logistic Regression,0.00926306042922385,0.014678799275773376
Logistic Regression,0.009265618225835536,0.01469434061963338
Logistic Regression,0.009272012717364754,0.01469434061963338
Logistic Regression,0.009280965005505657,0.014702111291563381
Logistic Regression,0.0092822439038115,0.014702111291563381
Logistic Regression,0.009288638395340717,0.014717652635423385
Logistic Regression,0.009296311785175778,0.014717652635423385
Logistic Regression,0.009305264073316681,0.014717652635423385
Logistic Regression,0.0093116585648459,0.014733193979283389
Logistic Regression,0.009316774158069273,0.014748735323143393
Logistic Regression,0.00932316864959849,0.014779818010863399
Logistic Regression,0.00933084203943355,0.0147875886827934
Logistic Regression,0.009337236530962767,0.0147875886827934
Logistic Regression,0.00933851542926861,0.014810900698583407
Logistic Regression,0.00934235212418614,0.014818671370513408
Logistic Regression,0.009344909920797827,0.014818671370513408
Logistic Regression,0.009356420005550418,0.014841983386303414
Logistic Regression,0.00936409339538548,0.014857524730163418
Logistic Regression,0.009370487886914696,0.014865295402093418
Logistic Regression,0.009376882378443913,0.014896378089813426
Logistic Regression,0.009385834666584818,0.01491191943367343
Logistic Regression,0.009392229158114034,0.01491191943367343
Logistic Regression,0.00939478695472572,0.014919690105603432
Logistic Regression,0.009405018141172469,0.014919690105603432
Logistic Regression,0.009410133734395842,0.014919690105603432
Logistic Regression,0.00942036492084259,0.014958543465253441
Logistic Regression,0.00942803831067765,0.014974084809113443
Logistic Regression,0.009433153903901023,0.014974084809113443
Logistic Regression,0.009439548395430241,0.014974084809113443
Logistic Regression,0.009443385090347771,0.014981855481043445
Logistic Regression,0.009448500683571144,0.014997396824903449
Logistic Regression,0.009454895175100361,0.014997396824903449
